"URls","HTTP Status Code"
"https://www.washingtonpost.com/news/checkpoint/wp/2017/09/29/meet-the-air-force-general-who-delivered-a-powerful-lesson-in-leadership/","200"
"https://www.washingtonpost.com/opinions","301"
"https://www.washingtonpost.com/video/national/super-awesome-sylvia-was-a-role-model-to-girls-in-science-but-then-sylvia-became-someone-else/2017/09/29/32105934-a47f-11e7-b573-8ec86cdfe1ed_video.html","200"
"https://www.washingtonpost.com/people/aaron-blake/","200"
"https://www.washingtonpost.com/lifestyle/what-the-obamas-have-been-doing-since-they-left-the-white-house/2017/02/08/392c7116-eda6-11e6-9973-c5efb7ccfb0d_gallery.html","200"
"https://www.washingtonpost.com/business/economy/report-shows-gop-tax-plan-would-help-the-rich-as-party-struggles-for-unity/2017/09/29/4d1113b8-a547-11e7-b14f-f41773cd5a14_story.html","200"
"https://www.washingtonpost.com/opinions/so-about-that-sexual-revolution-in-the-republican-party/2017/09/29/21756116-a54f-11e7-b14f-f41773cd5a14_story.html","200"
"https://www.washingtonpost.com/news/post-politics/wp/2017/09/30/on-twitter-trump-attacks-mayor-of-san-juan-for-poor-leadership-amid-deepening-crisis/","200"
"https://www.washingtonpost.com/sf/brand-connect/","302"
"https://www.washingtonpost.com/entertainment/books/david-bowie-plagiarist-visionary-or-saint/2017/09/29/7546795a-a492-11e7-b14f-f41773cd5a14_story.html","200"
"https://www.washingtonpost.com/business/why-the-trump-tax-plan-stinks/2017/09/29/66ddf972-a48f-11e7-b14f-f41773cd5a14_story.html","200"
"https://www.washingtonpost.com/people/arelis-r-hernandez/","200"
"https://www.washingtonpost.com/opinions/the-posts-view/","200"
"https://www.washingtonpost.com/news/the-switch/wp/2017/09/27/mark-zuckerberg-responds-to-trumps-accusation-that-facebook-has-always-been-anti-trump/","200"
"https://www.washingtonpost.com/news/early-lead/wp/2017/09/30/vile-disgusting-racist-cavs-owner-describes-voice-mails-after-lebron-jamess-trump-tweet/","200"
"https://www.washingtonpost.com/news/the-switch/wp/2017/09/28/online-thieves-may-be-exploiting-the-equifax-panic-researchers-say/","200"
"https://www.washingtonpost.com/news/speaking-of-science/wp/2018/08/20/super-awesome-sylvia-vs-his-robots-and-your-assumptions/","200"
"https://www.washingtonpost.com/news/posteverything/wp/2017/09/29/oh-snap-its-been-40-years-since-the-food-stamps-act/","200"
"https://www.washingtonpost.com/news/business/wp/2017/09/29/aig-is-no-longer-too-big-to-fail-regulators-say/","200"
"https://www.washingtonpost.com/entertainment/theater_dance/a-day-in-the-life-backstage-with-shalwitz-and-kahn/2017/09/29/e3db1496-a232-11e7-b14f-f41773cd5a14_story.html","200"
"https://www.washingtonpost.com/lifestyle/on-parenting/giving-your-child-internet-connected-smart-toys-could-be-dumb/2017/09/29/a168218a-a241-11e7-8cfe-d5b912fabc99_story.html","200"
"https://www.washingtonpost.com/news/tripping/wp/2017/09/30/new-york-sees-big-jump-in-electric-vehicle-sales-after-rebate-goes-into-effect/","200"
"https://www.washingtonpost.com/local/public-safety/woman-sexually-assaulted-on-fairfax-county-trail-police-say/2017/09/29/feb2902a-a541-11e7-9335-16c8faedd676_story.html","200"
"https://www.washingtonpost.com/news/the-fix/wp/2017/09/30/trump-doesnt-get-it-on-puerto-rico-he-just-proved-it-by-lashing-out-at-san-juans-mayor/","200"
"https://www.washingtonpost.com/national/in-louisiana-high-school-players-link-arms-but-do-not-kneel-during-anthem/2017/09/29/9f893f40-a564-11e7-ade1-76d061d56efa_story.html","200"
"https://www.washingtonpost.com/powerpost/becoming-a-party-leader-is-now-a-foolproof-way-to-get-america-to-despise-you/2017/09/30/69364cfc-a560-11e7-b14f-f41773cd5a14_story.html","200"
"https://www.washingtonpost.com/opinions/","200"
"https://www.washingtonpost.com/pb/resources/json/manifest.json","200"
"https://www.washingtonpost.com/pb/gr/p/default-article/rWndgL1iL5Qzuq/style.css?_=53717","200"
"https://www.washingtonpost.com/pb/gr/ro/default-article/rWndgL1iL5Qzuq/css/1cd0aae0bf.css?_=c7c7b","200"
"https://www.washingtonpost.com/amphtml/local/public-safety/georgetown-bank-teller-stole-185000-from-homeless-customer-with-garbage-bag-of-cash/2017/09/28/bb89a59c-a48b-11e7-8cfe-d5b912fabc99_story.html","200"
"https://www.washingtonpost.com/people/spencer-s-hsu/","200"
"https://www.washingtonpost.com/local/public-safety","301"
"https://www.washingtonpost.com/pb/gr/ro/default-article/r0AfTtuJkdPzuq/css/1cd0aae0bf.css?_=c7c7b","200"
"https://www.washingtonpost.com/pb/gr/p/default-article/r0AfTtuJkdPzuq/style.css?_=42f48","200"
"https://www.washingtonpost.com/news/the-fix/wp/2017/09/24/trumps-culture-war-with-the-nfl-is-getting-very-real/","200"
"https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/09/30/nfl-anthem-protests-are-more-popular-than-trumps-crusade-heres-why-he-doesnt-care/","200"
"https://www.washingtonpost.com/news/the-fix/wp/2017/03/27/why-president-trump-has-been-very-good-for-liberals/","200"
"https://www.washingtonpost.com/powerpost/republican-senator-from-tennessee-announces-his-retirement/2017/09/26/df106d96-a2f3-11e7-b14f-f41773cd5a14_story.html?utm_term=.7e10a9eaabb4","200"
"https://www.washingtonpost.com/pb/gr/p/default-article/rDa1n42Qvk8uuq/style.css?_=3ba02","200"
"https://www.washingtonpost.com/opinions/bob-corker-obama-is-an-unreliable-ally/2014/08/05/83f99670-1c92-11e4-ae54-0cfe1f974f8a_story.html?utm_term=.f5c31db91bca","200"
"https://www.washingtonpost.com/politics/things-to-know-about-firebrand-jurist-roy-moore/2017/09/26/0ae1ea24-a328-11e7-b573-8ec86cdfe1ed_story.html?utm_term=.ff7b649f72a6","200"
"https://www.washingtonpost.com/opinions/george-will-why-bob-corker-is-the-senator-to-watch-in-2015/2015/01/02/bd3e5bbe-911d-11e4-a412-4b735edc7175_story.html?utm_term=.0f8eef696a49","200"
"https://www.washingtonpost.com/amphtml/opinions/the-gop-needs-more-men-like-this/2017/09/29/4890750c-a55d-11e7-b14f-f41773cd5a14_story.html","200"
"https://www.washingtonpost.com/pb/gr/ro/default-article/rDa1n42Qvk8uuq/css/1cd0aae0bf.css?_=c7c7b","200"
"https://www.washingtonpost.com/news/powerpost/wp/2017/09/29/tax-bill-to-be-drafted-by-november-according-to-senate-gop-budget/?utm_term=.e523ab29f0f1","200"
"https://www.washingtonpost.com/people/ruth-marcus","301"
